date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
5/10/2016 11:00,14,12,276,126,384,231,505,482,178,440,234,196,473,136,179,689,61,632,8,71,84,22,452,1774,165,866,537,605,0,184,132,299,10656,1382,95,115,447,961,358,274,7895,439,392,6730,1185,9247,461,3753,24,205,1104,22,1999,359
5/10/2016 12:00,15,12,286,147,397,229,524,445,195,452,255,210,547,142,189,698,60,575,9,65,81,24,454,2458,179,851,551,440,0,191,144,314,10982,1382,97,116,479,901,358,273,8230,399,448,6230,1112,9101,343,3604,32,164,1237,19,1541,362
5/10/2016 13:00,23,12,270,169,404,244,500,412,189,493,235,214,664,136,198,929,39,572,8,68,88,20,470,2780,179,845,505,550,0,191,138,305,11125,1388,97,114,481,870,361,273,8465,426,441,7070,1157,8604,345,3639,32,205,1117,24,1626,429
5/10/2016 14:00,14,11,237,151,418,214,508,440,233,516,272,245,669,137,170,824,28,571,8,70,88,27,482,3284,179,861,429,605,0,191,138,318,11475,1396,102,115,481,876,361,273,8279,360,383,6783,1143,9215,262,3471,24,205,1130,26,2136,490
5/10/2016 15:00,14,11,201,145,389,119,475,385,202,467,242,205,578,114,157,777,28,595,10,62,88,22,488,3324,178,862,483,495,0,184,144,317,11451,1392,101,115,476,888,364,273,7619,442,264,7276,1171,8705,254,3758,32,205,1066,38,2398,449
5/10/2016 16:00,34,12,249,152,393,211,374,174,187,460,244,244,619,116,198,751,28,735,8,58,80,27,480,3399,178,826,514,495,0,198,138,314,11538,1391,104,114,525,915,362,273,7785,406,210,7354,1161,8754,470,3658,32,205,1106,34,2431,423
5/10/2016 17:00,67,12,269,155,376,244,398,171,175,477,274,211,549,117,201,768,28,718,8,49,81,22,452,3432,180,799,474,495,0,184,144,313,11530,1401,100,114,498,859,366,273,8031,395,183,7341,1216,8029,525,3617,24,205,1109,19,2419,480
5/10/2016 18:00,66,12,243,143,363,236,455,177,166,482,254,224,593,115,184,838,43,726,8,44,85,26,448,3441,176,840,494,605,0,184,144,316,11543,1399,102,125,499,862,361,273,7834,391,180,7431,1201,8165,330,3532,32,205,1141,64,2540,832
5/10/2016 19:00,28,12,232,153,352,197,420,164,194,455,263,209,552,122,193,625,62,680,9,46,90,28,440,3445,174,837,500,440,0,198,150,324,11500,1395,104,128,498,873,357,274,7571,423,179,7796,1290,8189,308,3914,32,205,949,88,2836,1019
5/10/2016 20:00,20,12,252,163,339,164,397,193,181,539,277,206,610,105,210,625,37,639,8,47,85,23,403,3427,174,799,476,605,0,184,144,313,11387,1391,103,130,504,957,364,273,8273,394,168,6903,1773,8426,583,3793,32,205,1123,89,2432,810
5/10/2016 21:00,20,15,246,144,371,105,648,239,217,469,344,240,679,106,203,571,43,626,8,51,80,30,382,3511,171,784,510,550,0,184,144,316,11363,1391,101,130,471,972,382,273,8221,466,216,8271,1706,8232,781,3791,24,246,818,97,2010,664
5/10/2016 22:00,18,16,191,158,381,94,787,215,220,518,491,289,724,123,215,726,61,577,8,58,81,40,396,3819,182,799,474,440,0,198,144,324,11383,1387,106,128,480,719,394,273,7344,592,376,8486,1920,9515,884,3846,32,205,633,153,1996,588
5/10/2016 23:00,24,16,196,149,376,80,755,231,231,554,607,292,842,171,250,904,36,447,9,61,86,54,402,3698,172,813,495,605,0,184,150,320,11461,1392,104,125,413,493,390,273,7451,211,455,7703,1301,8831,981,3742,24,246,354,81,2458,554
6/10/2016 0:00,46,14,170,145,347,82,689,224,196,660,582,288,834,151,243,793,36,393,8,51,90,42,409,3168,163,726,484,660,0,205,150,325,11461,1386,104,121,310,510,368,273,7762,231,438,7956,1743,9177,899,3695,32,205,264,43,2445,562
6/10/2016 1:00,31,10,163,134,342,68,499,186,163,689,567,291,746,138,216,756,36,392,8,41,38,30,404,2401,160,751,493,440,0,184,144,310,11558,1375,102,116,287,484,343,273,7737,380,437,8592,1856,8677,879,3159,32,246,260,97,2308,328
6/10/2016 2:00,36,8,156,109,320,73,412,188,165,624,539,228,673,126,185,629,50,389,10,44,19,33,407,3606,158,789,485,605,0,191,150,312,11158,1372,105,117,306,486,349,273,7810,377,422,8486,1806,9498,862,2305,32,246,255,147,2287,295
6/10/2016 3:00,43,8,170,102,294,70,359,158,146,597,448,191,613,117,162,611,68,457,8,48,18,26,435,7002,162,702,490,605,0,184,144,313,10627,1380,104,116,311,484,344,273,7321,143,358,7983,1715,9795,888,2098,24,205,251,100,2172,283
6/10/2016 4:00,22,8,146,96,279,104,260,128,116,574,391,171,620,104,140,521,41,536,8,44,19,31,420,6178,164,759,495,605,0,198,138,322,10573,1373,106,116,292,460,374,274,5704,98,97,7948,984,9376,710,2023,32,205,246,53,2290,226
6/10/2016 5:00,24,8,141,90,272,70,250,120,112,542,384,159,640,100,134,471,36,533,8,48,17,28,425,1172,160,792,489,660,0,191,126,312,10568,1374,104,116,300,475,404,273,5437,88,89,7771,712,7827,778,1993,32,164,250,29,1595,208
6/10/2016 6:00,22,8,151,93,258,68,222,106,108,517,364,153,606,95,143,483,44,507,9,46,16,33,411,939,160,709,519,605,0,191,126,310,10441,1370,104,116,286,484,390,273,5322,87,81,7548,678,7601,860,1932,32,205,241,22,1426,203
6/10/2016 7:00,23,8,154,93,241,67,232,106,108,436,352,151,540,98,140,432,36,485,8,45,18,31,360,951,157,757,484,660,0,191,126,311,10455,1361,106,116,312,460,344,273,4915,83,80,7453,675,7511,705,1961,24,164,246,30,1374,220
6/10/2016 8:00,57,8,151,85,265,83,232,104,114,311,339,144,453,96,193,404,36,432,8,69,17,32,372,1303,158,787,511,605,0,184,138,312,10435,1366,105,116,323,455,338,273,4985,86,79,7237,675,6767,521,2702,32,205,273,27,1853,207
6/10/2016 9:00,18,7,171,81,257,67,403,97,114,301,190,126,391,77,178,375,55,440,9,90,183,28,390,1487,154,639,477,660,0,198,150,309,10436,1365,94,116,332,512,327,273,5143,89,54,7631,625,8431,441,2721,32,205,596,35,1974,208
6/10/2016 10:00,21,8,157,128,263,66,557,116,147,375,250,207,464,74,176,442,60,535,8,79,94,21,386,1455,143,760,467,605,0,112,132,308,10554,1368,95,116,365,608,318,273,6138,53,55,6307,1280,9906,438,2684,24,205,586,32,2170,198
6/10/2016 11:00,50,12,156,145,286,58,469,137,202,483,313,206,531,91,171,502,60,588,8,77,83,26,395,1806,154,693,469,110,0,0,126,307,10539,1373,97,116,508,611,318,273,6814,53,57,5743,906,8157,391,3690,32,205,718,23,2044,185
6/10/2016 12:00,92,6,135,157,309,82,518,172,191,458,278,207,547,98,172,474,60,560,8,76,80,23,440,2413,157,747,500,0,0,0,132,310,10929,1366,100,115,501,537,318,273,7086,49,61,6712,828,8457,330,3657,32,205,837,15,1909,207
6/10/2016 13:00,55,11,146,158,318,75,512,187,196,456,264,214,622,109,181,561,39,539,9,71,91,27,430,2838,151,718,510,0,0,0,132,317,11217,1369,102,116,486,483,318,274,7480,51,56,6357,824,8246,280,3770,32,205,704,21,2015,222
6/10/2016 14:00,21,12,146,176,187,70,467,221,214,465,264,254,705,111,171,753,28,542,8,61,90,28,434,3237,164,716,472,0,0,0,132,314,11251,1371,102,115,513,492,321,273,7244,46,58,6196,867,8796,243,3612,24,205,687,21,1951,199
6/10/2016 15:00,20,11,170,153,153,63,524,166,197,368,269,191,735,110,168,695,29,543,8,59,83,24,436,3293,170,651,515,0,0,0,132,323,11256,1369,102,119,483,474,318,273,6385,49,61,5467,830,8136,178,3593,32,164,615,34,2110,197
6/10/2016 16:00,65,12,110,157,151,74,458,164,201,403,290,231,770,98,179,689,35,650,9,62,82,24,428,3291,184,662,545,0,0,165,132,311,11319,1388,100,127,523,488,318,273,7059,49,59,6672,863,7538,308,3879,32,246,592,32,2023,197
6/10/2016 17:00,51,12,144,168,134,60,486,160,225,397,378,238,767,114,184,724,28,645,8,61,80,25,422,3339,182,689,584,0,0,164,138,322,11289,1392,102,128,508,466,324,273,7231,49,54,6669,888,7262,350,3676,24,205,658,25,1974,186
6/10/2016 18:00,15,12,151,160,141,55,474,168,195,410,367,245,760,113,206,676,43,648,8,61,83,22,423,3341,186,547,595,0,0,166,138,321,11310,1389,101,131,496,488,321,273,7184,51,58,6647,825,7656,237,3636,32,205,602,19,1981,210
6/10/2016 19:00,96,11,147,164,149,46,530,171,180,487,336,237,744,109,247,647,60,637,8,62,86,28,429,3328,183,547,594,0,0,159,144,323,11339,1385,102,131,484,473,340,273,6536,56,61,6680,854,7387,298,3967,32,246,663,31,1952,214
6/10/2016 20:00,69,12,147,180,157,56,430,226,200,592,333,260,758,102,244,746,31,625,9,59,86,28,394,3335,160,524,567,0,0,146,156,323,11465,1387,101,128,366,503,341,273,6702,59,58,6863,1305,7599,645,3870,24,205,630,42,1955,200
6/10/2016 21:00,41,12,162,195,165,44,722,224,239,641,496,275,793,116,209,796,43,567,8,60,87,34,382,3456,155,540,519,0,0,139,156,312,11413,1381,96,130,285,474,340,273,6717,60,69,6172,1291,7935,684,3679,32,205,635,21,1975,210
6/10/2016 22:00,18,12,143,176,177,44,865,212,251,489,511,277,835,113,240,800,60,527,8,66,80,33,398,3784,165,563,508,0,0,132,156,323,11368,1382,94,130,284,465,343,274,6541,92,79,7576,1424,8382,799,3977,32,205,489,27,2092,253
6/10/2016 23:00,28,13,151,160,191,48,810,282,250,526,592,293,880,149,265,850,36,388,8,74,80,44,402,3735,162,591,508,0,0,139,150,313,11490,1386,99,128,279,497,350,273,6432,93,77,7955,937,7347,844,3842,32,246,386,25,2052,265
7/10/2016 0:00,49,11,129,132,179,59,717,250,204,518,654,280,844,134,247,813,36,388,9,54,82,31,396,3089,160,572,508,0,0,132,150,309,11534,1382,96,124,275,514,346,273,6968,85,72,7770,1302,7493,817,3722,24,246,281,36,1954,246
7/10/2016 1:00,24,8,149,125,184,48,563,209,181,484,665,253,742,132,229,831,36,374,8,36,46,28,400,2364,165,559,517,275,0,126,150,309,11597,1376,100,117,277,488,346,273,6694,95,74,7862,1422,7359,808,3265,32,246,258,24,2046,211
7/10/2016 2:00,24,8,148,110,169,46,428,159,180,421,629,252,681,120,188,809,60,385,8,35,20,33,412,3466,164,546,511,110,0,139,150,309,11436,1380,102,117,279,480,346,269,6215,103,76,7955,1406,7768,813,2404,32,246,249,28,1958,202
7/10/2016 3:00,24,8,168,101,137,46,351,143,155,459,566,209,554,116,163,708,71,418,9,41,19,31,407,6947,158,552,491,110,0,126,156,312,11402,1387,102,116,274,470,338,268,5494,96,75,6694,1405,7935,825,2121,32,205,247,39,1967,200
7/10/2016 4:00,25,7,137,92,115,64,238,112,124,501,484,175,550,104,148,521,42,557,8,45,20,27,394,5902,163,539,499,165,0,132,138,312,11323,1379,103,116,263,441,349,268,4818,87,73,7650,934,8232,367,1975,24,164,244,41,1975,198
7/10/2016 5:00,22,8,149,90,111,46,214,114,122,534,425,149,540,104,141,485,37,529,8,41,17,30,415,1139,165,578,474,220,0,126,132,312,11201,1372,104,116,262,445,349,268,4567,85,71,6505,707,7487,255,1983,32,205,244,22,1300,200
7/10/2016 6:00,22,6,147,89,107,46,210,111,116,505,319,144,530,99,146,483,37,486,8,39,18,28,420,905,163,539,508,385,0,132,132,314,10574,1373,103,116,267,465,352,268,4417,86,71,7396,658,7373,247,1900,32,164,244,23,1305,191
7/10/2016 7:00,24,8,150,88,106,46,199,110,114,501,300,140,530,98,142,438,40,371,10,39,18,36,390,913,178,573,468,495,0,126,132,312,10533,1374,105,116,260,455,350,268,4518,87,75,6468,654,6801,241,1983,32,205,247,27,1226,216
7/10/2016 8:00,78,7,136,79,106,55,279,119,124,497,299,137,373,90,202,468,39,388,8,44,18,28,384,1281,160,506,474,495,0,139,144,314,10466,1372,104,116,260,459,349,268,4293,84,75,7267,660,6287,242,2730,32,205,255,23,1692,223
7/10/2016 9:00,18,8,134,76,90,44,504,128,142,319,244,132,463,74,161,407,55,468,8,43,19,19,400,1489,155,548,484,550,0,172,150,309,10466,1370,99,116,256,508,321,268,4236,88,51,5697,531,6375,178,2706,24,205,609,38,1911,206
7/10/2016 10:00,30,10,134,89,120,49,491,119,130,318,241,175,522,78,181,457,61,553,9,51,18,21,404,1403,142,465,431,605,0,178,138,305,10514,1377,97,116,295,576,323,268,4011,55,51,5984,495,6441,165,2695,32,164,590,39,1916,207
7/10/2016 11:00,20,13,133,98,121,38,458,122,145,358,269,219,526,87,168,578,66,611,8,57,19,25,413,1811,145,575,460,385,0,172,132,307,10616,1377,101,115,438,586,318,268,3823,50,58,4952,494,5887,158,3804,32,205,699,17,1870,184
7/10/2016 12:00,116,10,102,120,137,52,485,151,152,344,284,221,647,87,169,584,60,552,8,59,20,26,438,4019,149,467,487,605,0,172,126,315,11300,1379,102,114,461,521,321,268,4192,47,61,4829,496,6500,149,3763,32,205,846,13,1980,181
7/10/2016 13:00,65,6,118,130,174,47,524,213,185,294,287,200,754,118,165,663,39,549,8,56,20,20,428,3528,156,616,462,605,0,172,132,323,11392,1377,102,115,451,466,321,268,4123,48,55,5770,476,6179,149,3529,24,205,704,20,1573,213
7/10/2016 14:00,20,12,136,108,153,44,389,210,180,245,285,172,719,97,163,743,28,530,9,55,20,17,430,3953,149,467,520,385,0,172,132,314,11373,1373,100,121,484,461,316,268,4139,45,57,4153,476,6608,148,3647,32,205,636,18,1616,216
7/10/2016 15:00,20,12,141,91,110,42,334,133,157,249,245,151,531,86,137,651,28,547,8,54,20,21,444,4142,147,708,472,660,0,166,132,327,11407,1385,101,135,472,473,389,268,4808,49,61,5613,473,5327,145,3562,32,246,601,37,1835,239
7/10/2016 16:00,20,12,118,88,101,52,326,128,149,198,242,132,517,73,127,532,28,693,8,51,20,18,444,4217,151,571,504,495,0,178,126,319,11466,1383,102,138,510,474,328,268,4396,47,58,4773,496,5497,154,3567,32,164,587,34,1909,278
7/10/2016 17:00,47,12,131,89,96,47,315,138,133,230,266,151,434,77,122,522,28,673,9,50,20,14,434,4318,152,687,500,495,0,166,132,328,11485,1379,101,141,506,457,324,268,4515,48,53,5842,558,5820,153,3529,24,205,634,15,1913,271
7/10/2016 18:00,12,12,137,73,101,46,381,110,119,211,274,140,394,69,122,461,43,662,8,55,20,23,440,4385,157,518,496,495,0,172,132,322,11568,1393,100,139,494,480,321,268,4435,51,59,4828,504,6182,142,3470,32,205,667,19,1839,251
7/10/2016 19:00,76,11,132,75,101,44,376,104,121,195,234,137,397,67,144,527,60,662,8,50,21,18,438,4448,155,660,489,495,0,166,144,324,11529,1388,99,140,473,480,324,268,4337,48,63,6274,496,6458,146,3695,32,246,490,31,2043,256
7/10/2016 20:00,23,9,132,79,102,56,331,92,122,209,253,141,364,63,142,454,31,614,8,47,20,21,407,4385,154,522,512,550,0,178,156,330,11598,1391,99,137,363,494,324,268,4549,52,57,6320,482,6446,153,3630,24,205,656,38,1860,201
7/10/2016 21:00,13,12,155,89,129,47,536,122,120,250,369,211,380,71,134,410,46,563,10,57,20,22,392,4545,147,633,481,385,0,166,156,321,11592,1389,97,137,275,465,414,268,4610,50,58,6675,499,6670,157,3478,32,205,614,18,1962,190
7/10/2016 22:00,14,14,136,97,144,44,708,138,150,366,482,203,519,79,168,460,63,513,8,60,20,46,400,3568,157,587,515,605,0,172,150,323,11544,1384,97,133,273,473,355,268,4558,82,66,5709,640,7350,310,3524,32,246,337,23,2110,187
7/10/2016 23:00,15,14,150,138,162,48,656,210,200,471,572,254,538,125,209,655,36,394,8,62,20,49,402,3362,161,659,478,440,0,172,150,325,11676,1392,98,127,272,492,349,268,5005,89,76,7364,679,7219,791,3476,24,246,264,36,2009,185
8/10/2016 0:00,15,16,130,127,180,56,585,179,179,442,537,245,579,135,203,647,36,384,8,61,20,33,416,2852,162,554,486,605,0,133,144,321,11630,1400,98,131,275,514,349,268,4521,85,73,7369,667,6431,796,3387,32,205,263,24,2128,206
8/10/2016 1:00,21,8,155,115,164,49,458,163,152,574,524,227,564,123,191,644,36,387,10,66,20,35,419,2226,160,594,537,550,0,120,150,309,11622,1389,96,119,275,494,349,268,4988,87,73,7376,653,7413,810,3071,32,246,255,25,2028,202
8/10/2016 2:00,20,8,157,104,139,44,398,151,152,543,508,193,510,111,166,616,51,390,8,66,20,30,392,1244,166,543,499,495,0,120,144,319,11505,1383,98,116,270,472,352,268,4876,87,71,7394,1192,7481,825,2365,32,246,252,23,1919,203
8/10/2016 3:00,22,8,167,96,114,49,343,122,128,527,452,173,457,98,153,540,69,440,8,65,20,31,394,1105,162,571,496,605,0,133,150,310,11485,1385,102,115,270,465,352,268,4806,84,77,7662,1310,8342,849,2193,24,205,244,44,2125,226
8/10/2016 4:00,18,8,132,87,110,62,262,105,110,494,453,148,501,82,140,448,41,562,8,64,20,31,394,933,158,539,479,550,0,146,132,310,11470,1383,105,116,270,544,346,268,4901,86,75,8409,805,8076,627,2074,32,205,247,33,1942,210
8/10/2016 5:00,22,8,139,91,102,48,225,111,110,399,427,139,519,85,127,448,37,544,10,68,20,32,425,920,164,570,539,495,0,276,126,310,11432,1427,106,116,262,668,347,268,5365,85,73,6607,665,7576,639,2053,32,205,241,24,1960,214
8/10/2016 6:00,20,8,136,87,96,44,224,104,94,283,383,138,478,85,131,414,36,501,8,67,21,33,444,909,164,577,478,550,0,86,132,310,11524,1386,105,115,263,659,343,268,5172,93,73,6617,661,7329,798,2000,32,205,248,19,2170,197
8/10/2016 7:00,20,8,155,89,98,46,222,109,96,298,366,140,423,88,131,410,36,502,8,69,20,37,402,918,161,605,503,660,0,0,132,316,11598,1388,105,116,319,702,346,268,5371,88,78,6795,680,7343,760,2065,24,164,326,23,2240,210
8/10/2016 8:00,20,8,147,81,95,54,230,104,93,296,334,128,371,82,184,388,37,492,9,72,20,32,417,1273,172,726,463,605,0,0,138,310,11748,1424,105,116,332,703,572,268,5832,88,280,7046,669,7725,505,2695,32,164,384,23,2227,207
8/10/2016 9:00,18,9,138,67,77,51,329,84,104,276,173,110,553,66,141,332,61,501,9,108,203,34,456,1351,171,785,482,275,0,0,144,313,11870,1449,102,116,467,767,840,268,6278,90,403,7606,659,9405,430,2972,32,205,816,33,2293,416
8/10/2016 10:00,15,12,130,74,76,48,453,136,115,266,229,135,843,62,163,379,60,542,26,136,133,75,534,1279,185,831,534,0,0,0,132,310,12052,1460,93,116,507,1014,1429,268,6861,388,374,6057,1450,10933,332,2738,24,246,1155,40,2366,396
8/10/2016 11:00,25,9,126,82,100,42,491,175,142,336,268,163,1014,79,158,407,60,613,18,206,160,81,635,1614,307,950,605,0,0,0,132,320,12099,1486,95,116,537,1158,1393,268,7927,357,169,7070,1196,10954,251,3793,32,82,1409,19,1584,385
8/10/2016 12:00,78,8,120,106,124,60,548,170,168,260,261,183,1309,96,175,527,60,554,17,470,162,72,689,2233,442,1055,617,0,0,0,132,330,12300,1505,95,115,575,1139,1213,268,8175,323,163,6690,1088,11735,215,3753,32,0,1508,12,1627,420
8/10/2016 13:00,38,8,124,139,144,54,496,186,155,235,268,204,1536,93,164,690,39,543,16,278,154,79,659,2541,502,1185,616,0,0,0,132,344,12480,1509,99,114,596,1123,1088,268,8596,348,162,6595,1100,11315,202,3431,24,0,1192,20,1648,461
8/10/2016 14:00,26,8,146,129,174,48,395,167,176,258,299,231,1554,103,160,664,28,565,14,195,156,86,718,3160,416,1167,592,0,0,0,132,347,12554,1494,101,134,600,1131,1077,268,8350,341,163,6508,1171,11624,277,3268,32,0,1154,18,2521,512
8/10/2016 15:00,36,8,156,104,144,48,474,188,156,261,267,168,1489,94,153,622,28,572,281,405,156,49,725,3332,356,1034,604,0,0,0,138,356,12630,1507,102,144,604,1126,1032,268,7987,329,158,6082,1135,11056,232,3390,32,0,1076,36,2619,380
8/10/2016 16:00,36,8,122,106,123,62,392,141,144,215,258,171,1255,84,142,556,28,668,670,525,136,61,673,3319,379,1019,613,0,0,0,138,341,12954,1509,102,147,631,1150,935,268,7616,315,145,6323,1139,11059,228,3340,32,0,1086,39,2709,363
8/10/2016 17:00,23,9,153,110,115,60,362,122,142,251,257,160,1199,78,138,616,28,675,678,609,122,71,590,3424,440,1077,642,0,0,0,138,357,12987,1528,100,148,637,1119,957,268,7552,315,138,6600,1143,11744,238,3236,24,0,1071,19,2587,357
8/10/2016 18:00,10,10,143,111,100,62,322,108,121,202,217,125,1090,70,130,534,43,675,668,433,122,61,605,3422,450,1073,634,0,0,0,132,356,13017,1549,103,146,620,1126,943,268,8564,399,186,6730,1128,10903,242,2914,32,0,1054,119,2608,382
8/10/2016 19:00,9,12,128,96,95,66,373,131,116,248,226,128,1053,73,150,515,67,657,120,555,133,72,638,3423,372,995,628,0,0,0,150,341,12660,1548,102,142,612,1120,947,268,7869,477,179,6640,1230,10202,366,3124,32,0,1041,177,2855,497
8/10/2016 20:00,9,12,164,109,111,66,336,128,129,275,257,159,1085,70,148,520,31,610,17,607,115,56,613,3429,261,909,646,0,0,0,144,354,12529,1550,100,139,604,1154,927,268,8404,513,173,7298,1771,9783,666,3748,32,0,1146,152,2820,574
8/10/2016 21:00,9,10,152,124,139,59,632,140,138,338,310,228,1201,85,154,613,46,470,11,392,124,41,562,3547,211,829,633,0,0,0,144,337,12373,1519,100,138,555,1082,885,268,8382,559,314,8065,1799,9597,779,3415,24,0,892,111,2424,506
8/10/2016 22:00,11,12,150,127,170,56,840,205,166,396,426,255,1331,97,182,667,62,392,9,101,104,32,552,3694,193,821,592,0,0,0,144,339,12051,1477,105,134,526,796,783,268,7947,618,486,7178,1976,9620,911,3510,32,0,680,123,2402,478
8/10/2016 23:00,12,12,146,130,177,54,834,214,189,469,514,301,1387,132,225,715,36,367,9,87,99,45,482,3605,183,798,572,0,0,0,144,324,11875,1444,105,131,453,550,635,268,7930,230,480,8551,1442,8818,962,3507,32,0,441,132,2666,528
9/10/2016 0:00,12,10,154,133,164,78,700,173,174,434,457,254,800,119,221,711,36,388,11,79,79,37,486,3182,178,708,553,0,0,0,138,343,11880,1428,104,129,363,530,554,268,8517,162,468,8400,1869,8786,893,3378,24,0,396,116,2777,574
9/10/2016 1:00,12,7,130,138,145,60,502,142,158,484,415,232,643,113,192,663,36,369,9,74,48,32,478,2214,160,797,557,0,0,0,144,337,11870,1415,106,126,326,543,454,268,8028,161,469,8171,1948,8908,876,2791,32,0,303,103,2597,656
9/10/2016 2:00,12,5,159,100,125,55,422,124,147,534,394,190,562,101,156,571,50,388,9,73,20,27,491,3077,161,1040,554,440,0,0,132,333,11700,1399,104,116,303,510,442,268,8215,152,482,8209,1949,9338,868,2057,32,164,275,118,2658,664
9/10/2016 3:00,13,6,167,89,121,55,375,114,122,525,393,164,510,102,154,468,68,436,10,86,20,32,458,6813,153,1343,509,110,0,0,138,332,11572,1402,100,115,289,497,468,268,7514,125,396,8079,1929,9198,858,1771,32,205,276,145,2470,595
9/10/2016 4:00,12,8,138,86,111,70,282,112,115,487,364,150,621,90,150,414,41,591,12,86,20,34,446,6481,152,1415,541,165,0,0,132,332,11538,1403,104,114,276,470,474,268,6111,104,128,7742,1167,8491,669,1687,24,123,264,118,2440,515
9/10/2016 5:00,12,7,145,85,102,56,246,104,109,522,359,139,644,83,136,438,36,570,9,81,20,26,450,3131,152,1291,539,110,0,0,120,328,11529,1395,106,116,278,485,456,268,5839,95,88,7391,828,7463,612,1639,32,123,256,42,2349,479
9/10/2016 6:00,11,7,141,87,98,69,254,106,98,471,340,136,636,81,137,451,45,510,9,79,20,28,433,903,161,1075,550,110,0,0,126,320,11523,1411,103,114,280,478,444,268,5675,95,85,7891,753,7256,826,1602,32,164,255,38,2161,445
9/10/2016 7:00,12,8,150,83,104,57,256,111,103,487,287,152,584,89,143,407,36,505,9,80,20,32,415,896,148,1342,523,275,0,0,120,326,11427,1401,104,114,307,597,458,268,5979,94,85,6912,744,7057,792,1676,24,123,315,39,2124,300
9/10/2016 8:00,12,7,160,79,120,69,334,98,98,345,210,140,510,86,218,379,36,389,11,77,20,30,546,1246,167,1661,572,385,0,0,132,327,11666,1430,97,116,327,696,599,268,5711,95,273,7792,778,7424,587,2308,32,246,388,31,2126,238
9/10/2016 9:00,11,12,201,99,333,69,518,111,134,306,173,164,756,71,211,492,170,446,9,363,186,27,626,1334,170,1679,598,0,0,0,144,328,11929,1463,94,114,418,794,810,268,6155,100,406,7500,752,9348,425,2549,32,205,804,40,2176,384
9/10/2016 10:00,9,11,390,198,390,114,612,179,139,402,224,218,982,100,212,765,795,539,109,827,132,75,995,1297,198,1922,595,0,0,0,126,319,12056,1480,96,116,484,1019,1026,268,7307,400,418,7017,1599,10278,351,2525,24,0,1129,29,2323,442
9/10/2016 11:00,26,12,471,302,407,254,571,199,157,461,271,226,1078,190,201,1271,651,597,180,883,148,81,1400,1614,346,2216,618,0,0,0,120,327,12343,1498,95,121,513,1163,1158,268,7795,419,111,6610,1297,11248,329,3355,32,0,1390,25,2217,513
9/10/2016 12:00,18,12,484,331,397,290,666,172,172,446,325,222,1166,197,197,1284,730,568,169,620,155,81,1459,2282,499,2308,606,0,0,0,120,333,12496,1513,92,128,568,1179,1190,268,7879,449,118,6808,1278,11103,273,3315,32,0,1329,26,1802,516
9/10/2016 13:00,79,12,513,364,400,282,601,189,169,444,277,225,1247,198,205,1451,727,582,179,509,164,100,1391,2564,523,2331,620,0,0,0,126,342,12631,1533,97,130,588,1149,1224,268,8236,413,136,6672,1236,10645,281,3065,24,0,1272,28,1837,516
9/10/2016 14:00,26,12,450,327,390,247,463,164,168,434,262,219,1289,164,220,1381,684,581,32,370,174,70,1529,3059,526,2069,591,0,0,0,126,334,12499,1533,96,131,626,1165,1069,268,8573,408,153,6611,1255,10744,328,3083,32,0,1197,37,2362,609
9/10/2016 15:00,39,12,301,299,384,152,472,182,159,381,253,187,1274,137,189,1071,731,611,629,347,174,54,1411,3123,396,1952,618,0,0,0,126,341,12343,1504,95,121,582,1147,1023,268,7948,387,138,6714,1208,10576,259,2989,32,0,1177,29,2322,516
9/10/2016 16:00,51,12,404,305,393,215,445,178,150,344,247,169,1183,171,163,1269,831,719,755,590,157,77,1301,3060,442,2145,591,0,0,0,120,339,12431,1520,104,128,579,1177,1018,268,7771,384,145,6724,1300,10205,249,3074,32,0,1130,30,2512,446
9/10/2016 17:00,20,12,441,298,395,259,465,164,147,414,248,168,1168,198,194,1347,852,742,726,214,159,73,1139,3072,510,2138,582,0,0,0,126,339,12626,1525,108,128,594,1134,1054,268,8624,389,157,6882,1308,9834,244,3167,24,0,1221,27,2438,485
9/10/2016 18:00,86,12,385,275,387,305,475,140,152,370,230,119,1167,221,202,1248,795,774,723,647,169,70,1245,3115,482,2168,548,0,0,0,132,354,12460,1530,124,130,582,1133,984,268,8740,409,327,6967,1368,10189,235,3005,32,0,1028,25,2645,812
9/10/2016 19:00,96,12,321,246,396,312,430,167,166,359,209,145,1049,236,199,1062,737,685,145,533,165,66,1130,3095,436,2032,533,0,0,0,144,340,12427,1554,133,129,577,1140,1002,268,7934,414,380,6151,1335,9632,307,3206,32,0,1171,40,3034,879
9/10/2016 20:00,54,12,239,198,393,244,527,174,167,417,213,214,1068,161,215,800,697,617,16,515,172,74,1037,3077,355,1809,586,0,0,0,144,345,12266,1537,123,129,583,1178,932,268,8416,496,412,7785,1901,9472,674,3281,32,0,1064,35,2705,899
9/10/2016 21:00,14,12,278,168,374,130,669,233,186,532,271,283,1180,128,197,661,627,521,12,438,136,62,909,3167,266,1505,578,0,0,0,138,331,12061,1506,115,131,541,1109,869,268,8494,529,450,7823,1856,9202,783,3241,32,0,987,36,2192,832
